DEPTH,,CALI,RHOB,TNPH,SP,SGR,LLD,LLS,MSFLC,DTLN,DRHO,PERMCORE  .,PHICORE ,GDCORE
FT,,IN,G/C3,DEC,MV,GAPI,OHMM,OHMM,OHMM,US/F,G/C3,MD,FRAC,KGDM
8176.0,8116.0,8.51,2.484,0.242,-26.75,99.21,3.34,3.53,2.58,82.40,0.003,-999,-999,-999
8176.5,8116.5,8.52,2.503,0.245,-27.17,98.81,3.35,3.44,2.64,82.60,0.013,-999,-999,-999
8177.0,8117.0,8.51,2.495,0.247,-27.44,101.96,3.37,3.45,2.75,82.00,0.026,-999,-999,-999
8177.5,8117.5,8.52,2.456,0.247,-27.46,100.65,3.35,3.46,2.75,81.70,0.013,-999,-999,-999
8178.0,8118.0,8.51,2.443,0.246,-27.55,99.29,3.35,3.46,2.64,81.90,0.013,-999,-999,-999
8178.5,8118.5,8.52,2.435,0.240,-27.46,96.99,3.32,3.46,2.57,81.50,0.015,-999,-999,-999
8179.0,8119.0,8.51,2.436,0.239,-27.58,94.92,3.47,3.45,2.58,82.15,0.011,-999,-999,-999
8179.5,8119.5,8.51,2.444,0.242,-27.70,93.02,3.73,3.59,2.80,80.96,0.006,-999,-999,-999
8180.0,8120.0,8.47,2.460,0.244,-27.72,90.95,3.87,3.83,3.05,81.40,0.009,-999,-999,-999
8180.5,8120.5,8.42,2.466,0.236,-27.59,88.64,3.90,3.98,3.21,81.40,0.018,-999,-999,-999
8181.0,8121.0,8.38,2.417,0.233,-27.73,85.70,3.84,3.99,3.20,80.71,0.019,-999,-999,-999
8181.5,8121.5,8.36,2.416,0.238,-27.62,83.61,3.67,3.94,3.06,81.75,0.035,-999,-999,-999
8182.0,8122.0,8.39,2.458,0.245,-27.57,82.47,3.47,3.79,2.86,80.90,0.047,-999,-999,-999
8182.5,8122.5,8.45,2.482,0.242,-27.59,84.79,3.40,3.60,2.69,80.95,0.043,-999,-999,-999
8183.0,8123.0,8.46,2.458,0.231,-27.35,90.67,3.29,3.54,2.61,82.15,0.030,-999,-999,-999
8183.5,8123.5,8.46,2.431,0.229,-27.17,92.66,3.18,3.44,2.41,82.40,0.015,-999,-999,-999
8184.0,8124.0,8.43,2.413,0.232,-27.04,93.75,3.15,3.34,2.29,83.20,0.005,-999,-999,-999
8184.5,8124.5,8.42,2.404,0.233,-26.91,94.76,3.19,3.33,2.23,82.40,0.009,-999,-999,-999
8185.0,8125.0,8.37,2.415,0.228,-26.73,95.30,3.22,3.36,2.30,81.90,0.023,-999,-999,-999
8185.5,8125.5,8.36,2.399,0.229,-26.62,95.52,3.31,3.39,2.52,80.80,0.014,-999,-999,-999
8186.0,8126.0,8.36,2.416,0.227,-26.55,95.44,3.42,3.48,2.66,80.30,0.011,-999,-999,-999
8186.5,8126.5,8.36,2.435,0.223,-26.39,95.52,3.56,3.58,2.73,79.90,0.011,-999,-999,-999
8187.0,8127.0,8.35,2.439,0.209,-25.72,95.74,3.58,3.70,2.78,79.00,0.012,-999,-999,-999
8187.5,8127.5,8.32,2.416,0.194,-25.45,93.36,3.51,3.70,2.83,78.55,0.010,-999,-999,-999
8188.0,8128.0,8.21,2.395,0.195,-24.75,85.84,3.49,3.61,2.83,79.25,0.009,-999,-999,-999
8188.5,8128.5,8.12,2.392,0.199,-24.32,73.89,3.68,3.59,2.89,78.30,0.009,-999,-999,-999
8189.0,8129.0,8.15,2.399,0.191,-23.96,68.20,3.87,3.78,3.24,78.30,0.007,-999,-999,-999
8189.5,8129.5,8.15,2.405,0.183,-23.70,67.43,3.86,4.09,3.65,77.40,0.004,-999,-999,-999
8190.0,8130.0,8.15,2.424,0.178,-23.73,68.99,4.03,4.56,4.01,77.10,0.006,-999,-999,-999
8190.5,8130.5,8.15,2.430,0.182,-23.64,67.37,3.90,4.81,4.07,77.35,0.013,-999,-999,-999
8191.0,8131.0,8.14,2.413,0.190,-23.76,66.54,3.76,4.67,3.89,77.40,0.007,-999,-999,-999
8191.5,8131.5,8.15,2.439,0.192,-23.85,68.06,3.68,4.46,3.80,78.10,0.013,-999,-999,-999
8192.0,8132.0,8.14,2.411,0.182,-24.12,67.44,3.71,4.36,3.72,78.20,0.012,-999,-999,-999
8192.5,8132.5,8.15,2.406,0.178,-24.53,62.59,3.63,4.38,3.72,78.50,0.013,-999,-999,-999
8193.0,8133.0,8.15,2.445,0.189,-24.76,62.35,3.60,4.28,3.73,78.70,0.032,-999,-999,-999
8193.5,8133.5,8.16,2.450,0.207,-24.87,65.88,3.67,4.23,3.72,78.55,0.029,-999,-999,-999
8194.0,8134.0,8.19,2.453,0.220,-25.22,74.99,3.75,4.29,3.74,78.70,0.016,-999,-999,-999
8194.5,8134.5,8.24,2.488,0.229,-25.03,76.46,3.95,4.36,3.82,79.15,0.021,-999,-999,-999
8195.0,8135.0,8.29,2.507,0.248,-24.79,78.59,4.24,4.58,4.15,78.85,0.020,-999,-999,-999
8195.5,8135.5,8.31,2.504,0.256,-24.63,86.45,4.25,4.88,4.53,78.70,0.012,-999,-999,-999
8196.0,8136.0,8.30,2.488,0.239,-24.22,99.64,4.07,4.85,4.69,78.80,0.014,-999,-999,-999
8196.5,8136.5,8.30,2.439,0.223,-23.55,101.77,3.83,4.60,4.40,79.05,0.009,-999,-999,-999
8197.0,8137.0,8.30,2.414,0.211,-22.99,99.44,3.64,4.28,3.87,79.50,0.014,-999,-999,-999
8197.5,8137.5,8.30,2.416,0.199,-22.46,91.41,3.64,4.06,3.35,79.20,0.027,-999,-999,-999
8198.0,8138.0,8.30,2.428,0.196,-21.68,85.59,3.90,4.06,3.25,78.80,0.021,-999,-999,-999
8198.5,8138.5,8.28,2.455,0.199,-20.75,74.41,4.23,4.30,3.62,78.25,0.021,-999,-999,-999
8199.0,8139.0,8.24,2.479,0.206,-19.84,71.56,4.16,4.57,3.96,77.40,0.036,-999,-999,-999
8199.5,8139.5,8.24,2.465,0.218,-18.74,70.25,3.35,4.36,4.02,78.30,0.045,-999,-999,-999
8200.0,8140.0,8.24,2.416,0.221,-17.74,69.90,2.72,3.25,3.33,79.20,0.047,-999,-999,-999
8200.5,8140.5,8.24,2.320,0.200,-16.73,71.52,2.15,2.42,2.41,79.90,0.015,-999,-999,-999
8201.0,8141.0,8.18,2.290,0.179,-15.28,62.93,1.92,1.95,1.62,80.40,-0.001,-999,-999,-999
8201.5,8141.5,8.11,2.314,0.173,-14.23,35.87,1.98,1.76,1.27,80.60,-0.001,-999,-999,-999
8202.0,8142.0,8.11,2.311,0.175,-13.65,19.27,2.16,1.83,1.31,80.35,-0.002,-999,-999,-999
8202.5,8142.5,8.11,2.308,0.182,-13.31,19.22,2.29,1.98,1.43,80.70,0.004,-999,-999,-999
8203.0,8143.0,8.11,2.307,0.189,-12.92,26.76,2.25,2.10,1.53,80.55,0.005,-999,-999,-999
8203.5,8143.5,8.11,2.308,0.187,-12.73,31.66,2.13,2.06,1.47,80.85,0.003,-999,-999,-999
8204.0,8144.0,8.11,2.287,0.178,-12.22,30.77,1.98,1.96,1.38,80.45,-0.001,-999,-999,-999
8204.5,8144.5,8.11,2.265,0.168,-11.97,27.30,1.85,1.84,1.25,80.65,-0.004,-999,-999,-999
8205.0,8145.0,8.11,2.271,0.168,-11.69,22.63,1.79,1.71,1.17,80.80,-0.005,-999,-999,-999
8205.5,8145.5,8.11,2.264,0.174,-11.27,19.29,1.74,1.64,1.13,81.45,-0.015,-999,-999,-999
8206.0,8146.0,8.11,2.269,0.180,-10.97,17.66,1.68,1.57,1.07,82.00,-0.011,-999,-999,-999
8206.5,8146.5,8.11,2.272,0.182,-10.79,17.17,1.64,1.49,1.05,82.35,-0.004,-999,-999,-999
8207.0,8147.0,8.11,2.265,0.182,-10.64,17.45,1.69,1.44,1.06,82.70,-0.009,-999,-999,-999
8207.5,8147.5,8.11,2.290,0.183,-10.74,16.59,1.87,1.47,1.15,82.20,0.000,-999,-999,-999
8208.0,8148.0,8.11,2.324,0.178,-11.14,16.48,2.20,1.61,1.34,81.30,0.000,-999,-999,-999
8208.5,8148.5,8.11,2.373,0.174,-11.70,20.13,2.76,1.87,1.73,80.10,0.005,-999,-999,-999
8209.0,8149.0,8.11,2.389,0.175,-12.22,32.81,3.43,2.31,2.31,78.75,0.010,-999,-999,-999
8209.5,8149.5,8.12,2.391,0.181,-12.47,41.33,3.75,2.87,2.99,78.60,0.007,-999,-999,-999
8210.0,8150.0,8.16,2.385,0.186,-12.68,47.91,3.80,3.37,3.35,78.50,0.005,-999,-999,-999
8210.5,8150.5,8.16,2.385,0.188,-12.98,48.02,3.73,3.58,3.31,77.95,0.008,-999,-999,-999
8211.0,8151.0,8.15,2.387,0.192,-12.37,47.27,3.31,3.50,2.97,79.89,0.004,-999,-999,-999
8211.5,8151.5,8.17,2.377,0.200,-11.87,42.83,2.79,2.99,2.49,80.50,0.005,-999,-999,-999
8212.0,8152.0,8.17,2.323,0.196,-11.36,51.66,2.24,2.28,1.98,81.10,0.001,-999,-999,-999
8212.5,8152.5,8.18,2.280,0.183,-10.75,48.43,1.93,1.86,1.57,81.60,-0.005,-999,-999,-999
8213.0,8153.0,8.12,2.273,0.177,-10.35,33.28,1.74,1.63,1.19,82.25,-0.009,-999,-999,-999
8213.5,8153.5,8.08,2.285,0.183,-10.13,25.37,1.71,1.47,1.03,82.16,-0.008,-999,-999,-999
8214.0,8154.0,8.08,2.274,0.193,-9.73,20.41,1.66,1.45,0.99,83.00,-0.009,-999,-999,-999
8214.5,8154.5,8.08,2.241,0.198,-9.57,17.64,1.55,1.42,0.94,82.95,-0.004,-999,-999,-999
8215.0,8155.0,8.08,2.223,0.191,-9.28,14.83,1.50,1.34,0.90,82.20,-0.012,-999,-999,-999
8215.5,8155.5,8.08,2.233,0.180,-9.45,15.52,1.59,1.31,0.90,80.90,-0.021,-999,-999,-999
8216.0,8156.0,8.08,2.263,0.173,-9.55,16.16,1.81,1.39,0.99,80.40,-0.017,-999,-999,-999
8216.5,8156.5,8.08,2.307,0.169,-9.92,20.28,2.12,1.59,1.24,79.80,-0.010,-999,-999,-999
8217.0,8157.0,8.08,2.350,0.174,-10.27,31.39,2.47,1.86,1.51,80.05,-0.002,-999,-999,-999
8217.5,8157.5,8.08,2.354,0.173,-10.41,42.49,2.65,2.15,1.68,80.90,0.005,-999,-999,-999
8218.0,8158.0,8.08,2.334,0.169,-10.63,49.07,2.50,2.32,1.67,81.05,0.003,-999,-999,-999
8218.5,8158.5,8.08,2.311,0.170,-10.62,36.85,2.30,2.19,1.53,81.20,-0.001,-999,-999,-999
8219.0,8159.0,8.08,2.284,0.165,-10.57,31.76,2.22,2.02,1.40,81.00,-0.007,-999,-999,-999
8219.5,8159.5,8.11,2.290,0.167,-10.63,27.24,2.16,1.94,1.35,80.50,-0.009,-999,-999,-999
8220.0,8160.0,8.11,2.312,0.168,-10.74,23.91,2.11,1.88,1.33,79.70,-0.005,-999,-999,-999
8220.5,8160.5,8.11,2.320,0.162,-11.06,25.08,2.13,1.83,1.37,79.90,-0.001,-999,-999,-999
8221.0,8161.0,8.11,2.338,0.161,-11.09,27.81,2.14,1.86,1.44,80.15,0.007,-999,-999,-999
8221.5,8161.5,8.11,2.335,0.169,-11.29,22.46,2.26,1.87,1.51,79.50,0.004,-999,-999,-999
8222.0,8162.0,8.11,2.372,0.186,-11.59,19.48,2.66,1.98,1.84,79.40,0.011,-999,-999,-999
8222.5,8162.5,8.11,2.438,0.199,-11.86,26.59,3.22,2.33,2.55,77.55,0.033,-999,-999,-999
8223.0,8163.0,8.13,2.462,0.200,-12.61,57.10,3.85,2.82,3.27,77.00,0.040,-999,-999,-999
8223.5,8163.5,8.16,2.442,0.193,-12.95,60.73,3.95,3.52,3.89,78.89,0.019,-999,-999,-999
8224.0,8164.0,8.16,2.417,0.187,-13.07,57.48,3.35,4.05,3.78,79.05,0.010,-999,-999,-999
8224.5,8164.5,8.16,2.354,0.177,-13.07,48.92,2.76,3.38,3.04,80.54,0.004,-999,-999,-999
8225.0,8165.0,8.14,2.290,0.167,-12.71,42.39,2.22,2.56,2.24,80.50,-0.009,-999,-999,-999
8225.5,8165.5,8.11,2.295,0.160,-12.44,25.25,2.00,2.09,1.55,80.10,-0.007,-999,-999,-999
8226.0,8166.0,8.11,2.316,0.156,-12.45,17.31,2.19,1.89,1.38,79.50,-0.002,-999,-999,-999
8226.5,8166.5,8.11,2.338,0.165,-12.58,19.32,2.71,2.06,1.65,78.95,-0.004,-999,-999,-999
8227.0,8167.0,8.11,2.369,0.179,-13.17,24.17,3.42,2.54,2.28,76.81,-0.001,-999,-999,-999
8227.5,8167.5,8.11,2.390,0.192,-13.55,33.28,4.02,3.26,3.09,77.10,0.002,-999,-999,-999
8228.0,8168.0,8.14,2.422,0.199,-13.89,45.94,4.10,4.13,3.83,76.95,0.008,-999,-999,-999
8228.5,8168.5,8.16,2.445,0.196,-13.99,53.33,3.68,4.48,3.98,78.05,0.021,-999,-999,-999
8229.0,8169.0,8.13,2.416,0.170,-13.94,54.47,3.49,3.92,3.42,78.00,0.018,-999,-999,-999
8229.5,8169.5,8.11,2.363,0.155,-13.96,46.50,3.15,3.39,2.72,77.90,0.010,-999,-999,-999
8230.0,8170.0,8.10,2.350,0.162,-14.17,32.04,3.12,3.04,2.28,79.15,0.005,-999,-999,-999
8230.5,8170.5,8.11,2.377,0.177,-14.50,30.74,3.42,3.00,2.57,79.30,0.009,-999,-999,-999
8231.0,8171.0,8.11,2.386,0.185,-14.96,39.33,3.68,3.30,3.07,79.45,0.011,-999,-999,-999
8231.5,8171.5,8.11,2.387,0.197,-15.13,42.42,3.80,3.74,3.50,79.55,0.005,-999,-999,-999
8232.0,8172.0,8.13,2.410,0.209,-15.20,52.13,3.88,4.16,3.71,79.35,0.013,-999,-999,-999
8232.5,8172.5,8.16,2.462,0.208,-15.30,61.37,3.58,4.22,3.67,79.20,0.037,-999,-999,-999
8233.0,8173.0,8.18,2.446,0.191,-15.15,66.93,3.35,3.67,3.21,78.65,0.031,-999,-999,-999
8233.5,8173.5,8.16,2.375,0.188,-14.88,57.13,3.24,3.21,2.76,78.25,0.012,-999,-999,-999
8234.0,8174.0,8.13,2.354,0.202,-14.92,41.86,3.18,3.13,2.47,78.00,0.005,-999,-999,-999
8234.5,8174.5,8.11,2.398,0.203,-14.81,36.58,3.26,3.09,2.66,78.05,0.012,-999,-999,-999
8235.0,8175.0,8.11,2.401,0.189,-14.84,45.00,3.45,3.15,2.97,78.65,0.018,-999,-999,-999
8235.5,8175.5,8.11,2.380,0.178,-15.01,53.56,3.36,3.32,2.83,79.60,0.015,-999,-999,-999
8236.0,8176.0,8.08,2.358,0.165,-15.08,46.99,3.01,3.29,2.46,80.05,0.013,-999,-999,-999
8236.5,8176.5,8.08,2.347,0.156,-15.24,36.12,2.76,3.00,2.07,79.90,0.009,-999,-999,-999
8237.0,8177.0,8.08,2.343,0.156,-15.65,31.60,2.73,2.79,1.96,80.85,0.005,-999,-999,-999
8237.5,8177.5,8.08,2.343,0.159,-15.89,29.22,2.81,2.77,2.04,80.50,0.001,-999,-999,-999
8238.0,8178.0,8.08,2.342,0.167,-16.45,29.75,2.92,2.86,2.09,80.05,0.006,-999,-999,-999
8238.5,8178.5,8.10,2.338,0.175,-16.52,32.37,3.10,2.96,2.14,80.44,0.009,-999,-999,-999
8239.0,8179.0,8.12,2.359,0.186,-16.80,33.25,3.32,3.13,2.24,78.70,0.012,-999,-999,-999
8239.5,8179.5,8.16,2.380,0.202,-18.06,35.06,3.56,3.32,2.42,77.64,0.021,-999,-999,-999
8240.0,8180.0,8.16,2.433,0.234,-18.64,37.18,3.70,3.61,2.87,77.64,0.038,-999,-999,-999
8240.5,8180.5,8.16,2.496,0.264,-19.70,44.62,3.96,4.04,3.44,77.64,0.061,-999,-999,-999
8241.0,8181.0,8.17,2.512,0.260,-20.79,61.58,4.27,4.55,4.03,77.80,0.065,-999,-999,-999
8241.5,8181.5,8.17,2.495,0.250,-21.62,79.77,4.28,4.96,4.46,79.10,0.069,-999,-999,-999
8242.0,8182.0,8.17,2.469,0.249,-22.42,81.18,4.08,5.04,4.54,77.81,0.040,-999,-999,-999
8242.5,8182.5,8.17,2.492,0.242,-22.35,79.10,4.03,4.86,4.47,77.70,0.042,-999,-999,-999
8243.0,8183.0,8.17,2.503,0.240,-22.69,79.41,4.10,4.84,4.65,77.90,0.048,-999,-999,-999
8243.5,8183.5,8.14,2.525,0.241,-23.20,78.32,4.08,4.96,4.83,77.95,0.057,-999,-999,-999
8244.0,8184.0,8.21,2.538,0.236,-23.32,79.52,4.00,4.98,4.91,77.95,0.056,-999,-999,-999
8244.5,8184.5,8.24,2.501,0.235,-23.42,80.25,3.95,4.95,4.59,79.39,0.037,-999,-999,-999
8245.0,8185.0,8.24,2.462,0.238,-23.70,79.17,3.86,4.96,4.25,79.70,0.028,-999,-999,-999
8245.5,8185.5,8.21,2.468,0.242,-23.76,76.58,3.79,4.89,4.09,79.70,0.031,-999,-999,-999
8246.0,8186.0,8.23,2.469,0.244,-24.00,77.22,3.77,4.87,4.11,79.50,0.027,-999,-999,-999
8246.5,8186.5,8.25,2.469,0.245,-24.24,77.86,3.74,4.84,4.13,79.30,0.022,-999,-999,-999
8247.0,8187.0,8.24,2.439,0.257,-24.65,74.17,3.70,4.84,4.12,79.00,0.012,-999,-999,-999
8247.5,8187.5,8.24,2.455,0.261,-24.85,80.55,3.77,4.81,4.32,78.75,0.016,-999,-999,-999
8248.0,8188.0,8.24,2.523,0.263,-25.16,89.63,3.90,4.89,4.69,79.00,0.051,-999,-999,-999
8248.5,8188.5,8.34,2.510,0.267,-25.41,89.97,4.11,5.08,4.92,79.05,0.046,-999,-999,-999
8249.0,8189.0,8.35,2.479,0.270,-25.66,91.44,4.12,5.39,4.95,78.85,0.012,-999,-999,-999
8249.5,8189.5,8.36,2.511,0.267,-25.95,88.49,4.10,5.46,4.88,79.20,0.010,-999,-999,-999
8250.0,8190.0,8.38,2.532,0.265,-26.09,87.48,4.05,5.47,4.88,78.65,0.011,-999,-999,-999
8250.5,8190.5,8.43,2.505,0.271,-26.27,87.84,3.91,5.42,4.88,79.55,-0.001,-999,-999,-999
8251.0,8191.0,8.43,2.486,0.268,-26.49,87.64,3.79,5.23,4.70,79.65,0.000,-999,-999,-999
8251.5,8191.5,8.43,2.498,0.262,-26.86,85.73,3.66,5.09,4.49,79.30,0.008,-999,-999,-999
8252.0,8192.0,8.43,2.542,0.254,-27.18,84.71,3.60,4.93,4.34,79.90,0.026,-999,-999,-999
8252.5,8192.5,8.45,2.517,0.230,-27.13,89.58,3.70,4.85,4.41,79.35,0.010,-999,-999,-999
8253.0,8193.0,8.46,2.521,0.220,-27.19,93.27,3.88,4.98,4.55,79.20,0.012,-999,-999,-999
8253.5,8193.5,8.46,2.527,0.223,-27.16,94.74,4.03,5.23,4.60,79.00,0.018,-999,-999,-999
8254.0,8194.0,8.46,2.511,0.222,-27.02,89.87,4.12,5.45,4.56,78.85,0.023,-999,-999,-999
8254.5,8194.5,8.46,2.502,0.222,-27.13,81.26,4.24,5.60,4.56,78.41,0.034,-999,-999,-999
8255.0,8195.0,8.46,2.499,0.240,-27.20,77.22,4.19,5.76,4.58,79.75,0.026,-999,-999,-999
8255.5,8195.5,8.46,2.492,0.274,-27.33,80.03,4.24,5.62,4.51,79.70,0.011,-999,-999,-999
8256.0,8196.0,8.46,2.518,0.293,-27.91,92.37,4.34,5.30,4.35,79.80,0.012,-999,-999,-999
8256.5,8196.5,8.46,2.546,0.276,-27.72,99.45,4.10,4.99,4.09,79.70,0.011,-999,-999,-999
8257.0,8197.0,8.46,2.554,0.254,-27.49,100.16,4.01,4.70,3.96,80.10,0.018,-999,-999,-999
8257.5,8197.5,8.46,2.526,0.240,-27.47,98.42,4.07,4.59,3.94,80.35,0.014,-999,-999,-999
8258.0,8198.0,8.46,2.497,0.231,-27.71,93.27,4.16,4.65,3.97,80.10,0.013,-999,-999,-999
8258.5,8198.5,8.46,2.492,0.228,-27.90,84.75,4.27,4.73,4.04,80.05,0.019,-999,-999,-999
8259.0,8199.0,8.46,2.517,0.237,-28.09,85.65,4.29,4.85,4.07,80.10,0.028,-999,-999,-999
8259.5,8199.5,8.51,2.509,0.248,-28.32,87.26,4.31,4.88,4.06,78.61,0.013,-999,-999,-999
8260.0,8200.0,8.51,2.519,0.243,-28.39,86.69,4.38,4.92,4.10,78.55,0.006,-999,-999,-999
8260.5,8200.5,8.52,2.528,0.242,-28.54,86.91,4.28,4.99,4.13,78.45,0.009,-999,-999,-999
8261.0,8201.0,8.50,2.534,0.255,-28.88,85.67,4.10,4.86,4.04,78.06,0.015,-999,-999,-999
8261.5,8201.5,8.51,2.524,0.267,-28.96,85.30,4.03,4.67,3.93,79.80,0.009,-999,-999,-999
8262.0,8202.0,8.51,2.522,0.265,-29.11,86.56,4.03,4.60,3.83,79.95,0.015,-999,-999,-999
8262.5,8202.5,8.51,2.522,0.259,-29.02,90.35,3.99,4.60,3.93,79.85,0.020,-999,-999,-999
8263.0,8203.0,8.51,2.542,0.267,-29.09,92.40,4.02,4.55,4.00,80.10,0.012,-999,-999,-999
8263.5,8203.5,8.51,2.559,0.268,-28.84,91.94,3.96,4.57,3.96,79.80,0.015,-999,-999,-999
8264.0,8204.0,8.51,2.561,0.265,-28.99,92.78,3.83,4.51,3.82,79.60,0.028,-999,-999,-999
8264.5,8204.5,8.52,2.562,0.273,-28.87,94.37,3.71,4.36,3.84,80.30,0.028,-999,-999,-999
8265.0,8205.0,8.51,2.558,0.298,-28.81,95.66,3.72,4.22,4.01,80.80,0.035,-999,-999,-999
8265.5,8205.5,8.51,2.539,0.302,-28.82,95.90,3.67,4.20,4.09,81.90,0.032,-999,-999,-999
8266.0,8206.0,8.51,2.539,0.286,-28.88,98.21,3.63,4.15,3.94,81.50,0.029,-999,-999,-999
8266.5,8206.5,8.51,2.554,0.261,-28.89,97.13,3.69,4.08,3.72,81.00,0.043,-999,-999,-999
8267.0,8207.0,8.51,2.538,0.249,-29.02,98.07,3.73,4.14,3.58,80.95,0.052,-999,-999,-999
8267.5,8207.5,8.51,2.545,0.252,-29.16,104.72,3.78,4.19,3.56,80.10,0.055,-999,-999,-999
8268.0,8208.0,8.52,2.542,0.247,-29.44,101.72,3.93,4.24,3.63,80.00,0.039,-999,-999,-999
8268.5,8208.5,8.54,2.499,0.241,-29.45,91.80,4.08,4.39,3.74,79.70,0.012,-999,-999,-999
8269.0,8209.0,8.55,2.490,0.248,-29.56,87.47,4.14,4.55,3.90,80.50,0.008,-999,-999,-999
8269.5,8209.5,8.55,2.519,0.272,-29.55,84.99,4.08,4.60,4.03,80.75,0.020,-999,-999,-999
8270.0,8210.0,8.55,2.537,0.288,-29.96,82.19,3.89,4.54,3.91,80.70,0.023,-999,-999,-999
8270.5,8210.5,8.56,2.523,0.279,-30.15,82.75,3.64,4.33,3.55,81.25,0.014,-999,-999,-999
8271.0,8211.0,8.56,2.496,0.251,-30.36,91.00,3.42,4.07,3.00,81.70,0.008,-999,-999,-999
8271.5,8211.5,8.56,2.482,0.245,-30.25,91.66,3.37,3.84,2.64,82.20,0.008,-999,-999,-999
8272.0,8212.0,8.57,2.490,0.267,-30.29,74.19,3.36,3.76,2.62,82.40,0.005,-999,-999,-999
8272.5,8212.5,8.61,2.526,0.292,-30.53,73.14,3.35,3.77,2.84,81.90,0.007,-999,-999,-999
8273.0,8213.0,8.57,2.538,0.306,-30.34,79.93,3.37,3.75,3.11,81.00,0.008,-999,-999,-999
8273.5,8213.5,8.55,2.533,0.316,-30.52,95.46,3.35,3.78,3.24,80.50,0.008,-999,-999,-999
8274.0,8214.0,8.55,2.515,0.307,-30.17,95.89,3.36,3.76,3.18,81.35,0.009,-999,-999,-999
8274.5,8214.5,8.55,2.495,0.271,-30.06,96.41,3.50,3.76,2.87,80.60,0.030,-999,-999,-999
8275.0,8215.0,8.55,2.483,0.246,-29.98,98.25,3.68,3.89,2.35,80.10,0.085,-999,-999,-999
8275.5,8215.5,8.56,2.510,0.251,-29.83,87.75,3.84,4.07,2.15,80.05,0.089,-999,-999,-999
8276.0,8216.0,8.72,2.456,0.275,-29.94,84.93,3.90,4.23,2.34,80.90,0.048,-999,-999,-999
8276.5,8216.5,8.87,2.442,0.284,-29.55,88.04,3.72,4.30,2.56,81.01,0.085,-999,-999,-999
8277.0,8217.0,8.55,2.554,0.264,-29.85,94.41,3.42,4.13,2.36,83.30,0.136,-999,-999,-999
8277.5,8217.5,8.56,2.576,0.236,-29.60,86.05,3.32,3.79,1.73,84.00,0.085,-999,-999,-999
8278.0,8218.0,8.68,2.536,0.234,-29.46,66.24,3.36,3.68,1.27,82.00,0.020,-999,-999,-999
8278.5,8218.5,9.12,2.522,0.256,-29.60,66.31,3.49,3.73,1.47,82.20,0.014,-999,-999,-999
8279.0,8219.0,9.08,2.513,0.277,-29.47,68.93,3.72,3.88,2.00,81.30,0.019,-999,-999,-999
8279.5,8219.5,8.76,2.503,0.278,-29.70,91.26,3.93,4.12,2.31,80.70,0.046,-999,-999,-999
8280.0,8220.0,8.58,2.499,0.253,-29.80,92.69,4.10,4.34,2.38,81.00,0.068,-999,-999,-999
8280.5,8220.5,8.64,2.468,0.236,-29.67,90.42,4.01,4.49,2.03,81.60,0.071,-999,-999,-999
8281.0,8221.0,8.82,2.397,0.234,-29.49,82.37,3.92,4.38,1.65,81.55,0.057,-999,-999,-999
8281.5,8221.5,8.61,2.425,0.235,-29.38,84.73,3.95,4.27,1.38,81.30,0.081,-999,-999,-999
8282.0,8222.0,8.92,2.494,0.245,-29.35,79.60,3.96,4.26,1.38,81.00,0.105,-999,-999,-999
8282.5,8222.5,9.19,2.515,0.256,-29.15,70.68,4.10,4.27,1.78,80.25,0.069,-999,-999,-999
8283.0,8223.0,9.30,2.542,0.255,-28.86,77.03,4.35,4.40,2.53,79.05,0.046,-999,-999,-999
8283.5,8223.5,8.95,2.511,0.246,-28.69,87.81,4.30,4.65,3.17,79.50,0.051,-999,-999,-999
8284.0,8224.0,8.43,2.410,0.237,-28.19,88.62,4.18,4.60,3.30,79.80,0.034,-999,-999,-999
8284.5,8224.5,8.42,2.340,0.232,-27.72,84.42,4.13,4.45,2.63,80.60,0.046,-999,-999,-999
8285.0,8225.0,8.29,2.359,0.237,-27.45,75.96,3.99,4.38,1.70,80.70,0.077,-999,-999,-999
8285.5,8225.5,8.50,2.380,0.251,-27.58,64.79,4.05,4.23,0.94,82.70,0.062,-999,-999,-999
8286.0,8226.0,9.01,2.417,0.264,-27.77,66.25,4.08,4.27,0.96,82.70,0.028,-999,-999,-999
8286.5,8226.5,9.16,2.478,0.281,-27.98,69.59,4.05,4.31,1.58,81.51,0.020,-999,-999,-999
8287.0,8227.0,9.32,2.501,0.277,-28.30,84.68,4.09,4.27,2.07,82.70,0.020,-999,-999,-999
8287.5,8227.5,8.75,2.488,0.258,-28.21,93.07,4.01,4.30,2.17,82.40,0.023,-999,-999,-999
8288.0,8228.0,8.60,2.480,0.251,-27.83,92.60,3.97,4.18,2.02,82.25,0.037,-999,-999,-999
8288.5,8228.5,9.04,2.490,0.271,-27.45,86.74,4.00,4.11,2.03,81.55,0.054,-999,-999,-999
8289.0,8229.0,9.35,2.516,0.306,-27.49,76.82,4.12,4.13,2.48,82.15,0.060,-999,-999,-999
8289.5,8229.5,8.89,2.560,0.327,-27.42,86.95,4.12,4.23,3.04,82.10,0.054,-999,-999,-999
8290.0,8230.0,8.47,2.560,0.318,-27.21,96.65,4.00,4.21,3.50,82.65,0.033,-999,-999,-999
8290.5,8230.5,8.44,2.516,0.316,-26.79,96.42,3.83,4.05,3.63,84.10,0.011,-999,-999,-999
