DEPTH,,CALI,RHOB,TNPH,SP,SGR,LLD,LLS,MSFLC,DTLN,DRHO,PERMCORE  .,PHICORE ,GDCORE
FT,,IN,G/C3,DEC,MV,GAPI,OHMM,OHMM,OHMM,US/F,G/C3,MD,FRAC,KGDM
7614.0,7554.0,9.55,2.408,0.304,-33.22,102.14,1.72,1.64,1.57,91.35,0.010,-999,-999,-999
7614.5,7554.5,9.55,2.431,0.346,-33.35,99.20,1.72,1.63,1.53,91.55,0.017,-999,-999,-999
7615.0,7555.0,9.55,2.463,0.368,-33.43,96.03,1.73,1.63,1.49,91.60,0.019,-999,-999,-999
7615.5,7555.5,9.55,2.445,0.344,-33.22,95.40,1.76,1.64,1.51,91.60,0.011,-999,-999,-999
7616.0,7556.0,9.55,2.417,0.297,-33.14,96.17,1.77,1.65,1.61,91.70,0.012,-999,-999,-999
7616.5,7556.5,9.55,2.404,0.263,-33.34,96.76,1.79,1.65,1.68,91.30,0.012,-999,-999,-999
7617.0,7557.0,9.55,2.420,0.266,-33.16,98.54,1.80,1.64,1.67,91.20,0.009,-999,-999,-999
7617.5,7557.5,9.55,2.430,0.287,-33.18,101.68,1.81,1.62,1.61,91.55,0.009,-999,-999,-999
7618.0,7558.0,9.55,2.425,0.299,-33.24,103.45,1.78,1.60,1.53,91.80,0.018,-999,-999,-999
7618.5,7558.5,9.55,2.416,0.297,-33.31,102.51,1.73,1.56,1.50,91.62,0.028,-999,-999,-999
7619.0,7559.0,9.55,2.413,0.298,-33.53,102.29,1.69,1.53,1.48,94.68,0.013,-999,-999,-999
7619.5,7559.5,9.55,2.411,0.315,-32.85,103.33,1.65,1.50,1.44,89.11,0.006,-999,-999,-999
7620.0,7560.0,9.55,2.441,0.335,-33.25,102.29,1.64,1.48,1.41,90.40,0.013,-999,-999,-999
7620.5,7560.5,9.55,2.435,0.344,-33.37,100.35,1.63,1.47,1.40,92.26,0.011,-999,-999,-999
7621.0,7561.0,9.55,2.411,0.333,-33.27,100.63,1.63,1.45,1.40,94.08,0.010,-999,-999,-999
7621.5,7561.5,9.55,2.416,0.332,-33.25,101.68,1.59,1.41,1.38,99.30,0.025,-999,-999,-999
7622.0,7562.0,9.52,2.420,0.324,-33.58,101.13,1.55,1.37,1.35,90.22,0.025,-999,-999,-999
7622.5,7562.5,9.50,2.390,0.309,-33.57,100.00,1.56,1.36,1.30,99.04,0.015,-999,-999,-999
7623.0,7563.0,9.45,2.430,0.284,-33.45,97.54,1.57,1.37,1.28,88.90,0.030,-999,-999,-999
7623.5,7563.5,9.51,2.372,0.287,-33.49,96.46,1.62,1.43,1.30,88.64,0.026,-999,-999,-999
7624.0,7564.0,9.31,1.978,0.361,-33.56,98.33,1.72,1.50,1.34,81.92,-0.010,-999,-999,-999
7624.5,7564.5,9.20,1.937,0.482,-33.34,97.19,1.79,1.55,1.27,85.20,0.015,-999,-999,-999
7625.0,7565.0,9.23,1.968,0.513,-32.98,93.65,1.65,1.46,1.01,89.35,0.057,-999,-999,-999
7625.5,7565.5,9.46,1.999,0.474,-32.66,93.74,1.35,1.22,0.70,91.45,0.076,-999,-999,-999
7626.0,7566.0,9.82,2.045,0.445,-32.30,96.34,1.14,1.03,0.43,90.59,0.089,-999,-999,-999
7626.5,7566.5,9.88,2.144,0.444,-32.70,98.74,0.96,0.87,0.32,88.74,0.110,-999,-999,-999
7627.0,7567.0,10.30,2.197,0.412,-32.41,100.37,0.82,0.75,0.28,95.66,0.100,-999,-999,-999
7627.5,7567.5,10.53,2.159,0.414,-31.98,102.33,0.75,0.68,0.27,95.61,0.092,-999,-999,-999
7628.0,7568.0,11.21,1.918,0.420,-32.22,102.63,0.69,0.64,0.25,97.14,0.063,-999,-999,-999
7628.5,7568.5,12.01,2.067,0.403,-32.53,105.14,0.66,0.62,0.24,86.02,0.079,-999,-999,-999
7629.0,7569.0,10.49,2.293,0.405,-32.28,109.88,0.66,0.61,0.24,97.41,0.084,-999,-999,-999
7629.5,7569.5,9.97,2.348,0.408,-32.20,122.20,0.70,0.64,0.27,105.76,0.049,-999,-999,-999
7630.0,7570.0,9.40,2.319,0.400,-32.70,131.68,0.76,0.69,0.33,112.96,0.009,-999,-999,-999
7630.5,7570.5,9.28,2.342,0.394,-32.58,133.83,0.79,0.72,0.42,109.75,0.014,-999,-999,-999
7631.0,7571.0,9.21,2.137,0.409,-32.51,138.82,0.71,0.66,0.49,100.00,0.002,-999,-999,-999
7631.5,7571.5,9.18,1.904,0.376,-32.50,139.69,0.55,0.53,0.46,90.80,0.001,-999,-999,-999
7632.0,7572.0,9.52,2.123,0.329,-32.21,137.01,0.47,0.44,0.39,91.30,0.082,-999,-999,-999
7632.5,7572.5,11.11,2.298,0.324,-31.73,129.26,0.49,0.45,0.30,91.94,0.144,-999,-999,-999
7633.0,7573.0,10.18,2.339,0.364,-31.69,102.47,0.56,0.49,0.22,91.05,0.174,-999,-999,-999
7633.5,7573.5,9.08,2.330,0.357,-31.63,90.43,0.79,0.64,0.21,90.02,0.170,-999,-999,-999
7634.0,7574.0,9.28,2.426,0.351,-31.74,88.30,1.06,0.90,0.22,94.82,0.209,-999,-999,-999
7634.5,7574.5,9.37,2.438,0.351,-32.04,93.36,1.33,1.07,0.23,87.13,0.223,-999,-999,-999
7635.0,7575.0,9.50,2.461,0.346,-32.06,92.53,1.37,1.21,0.26,91.64,0.243,-999,-999,-999
7635.5,7575.5,9.86,2.427,0.352,-31.77,91.69,1.33,1.43,0.29,92.64,0.224,-999,-999,-999
7636.0,7576.0,10.21,2.416,0.351,-31.58,90.78,1.27,1.52,0.32,89.02,0.228,-999,-999,-999
7636.5,7576.5,10.27,2.364,0.347,-32.26,91.22,1.58,1.48,0.34,91.25,0.218,-999,-999,-999
7637.0,7577.0,10.39,2.274,0.350,-32.31,93.25,1.72,1.53,0.36,91.10,0.173,-999,-999,-999
7637.5,7577.5,10.47,2.190,0.366,-31.85,96.72,1.47,1.57,0.38,90.17,0.140,-999,-999,-999
7638.0,7578.0,10.50,2.244,0.390,-32.34,99.14,1.57,1.57,0.41,92.80,0.165,-999,-999,-999
7638.5,7578.5,11.09,2.182,0.423,-31.97,99.45,1.89,1.64,0.43,91.59,0.135,-999,-999,-999
7639.0,7579.0,11.57,2.016,0.455,-32.17,99.22,1.60,1.57,0.42,88.71,0.059,-999,-999,-999
7639.5,7579.5,10.60,1.937,0.501,-32.19,97.37,1.44,1.47,0.39,88.61,0.041,-999,-999,-999
7640.0,7580.0,9.88,1.987,0.485,-32.01,95.36,1.59,1.44,0.34,91.11,0.079,-999,-999,-999
7640.5,7580.5,10.73,2.236,0.455,-32.35,93.64,1.63,1.44,0.30,95.97,0.154,-999,-999,-999
7641.0,7581.0,11.14,2.243,0.457,-32.14,92.07,1.45,1.41,0.27,99.89,0.158,-999,-999,-999
7641.5,7581.5,11.43,2.218,0.469,-31.89,92.03,1.33,1.38,0.26,100.60,0.146,-999,-999,-999
7642.0,7582.0,11.07,2.191,0.477,-32.40,93.56,1.44,1.44,0.26,101.15,0.139,-999,-999,-999
7642.5,7582.5,10.87,2.384,0.487,-31.91,93.84,1.53,1.51,0.29,101.04,0.221,-999,-999,-999
7643.0,7583.0,10.40,2.144,0.497,-32.46,93.89,1.57,1.44,0.35,99.39,0.154,-999,-999,-999
7643.5,7583.5,10.95,1.920,0.472,-31.97,94.22,1.35,1.36,0.38,96.30,0.076,-999,-999,-999
7644.0,7584.0,10.98,2.078,0.465,-32.24,94.78,1.30,1.31,0.39,90.31,0.099,-999,-999,-999
7644.5,7584.5,11.39,2.221,0.472,-32.19,92.48,1.37,1.34,0.34,97.78,0.140,-999,-999,-999
7645.0,7585.0,11.68,2.330,0.470,-31.77,88.67,1.33,1.36,0.28,85.80,0.172,-999,-999,-999
7645.5,7585.5,12.74,2.364,0.455,-31.63,86.56,1.31,1.41,0.23,92.16,0.189,-999,-999,-999
7646.0,7586.0,11.78,2.354,0.454,-31.74,92.53,1.38,1.45,0.22,94.60,0.174,-999,-999,-999
7646.5,7586.5,10.54,2.360,0.460,-31.51,97.10,1.31,1.42,0.25,97.04,0.171,-999,-999,-999
7647.0,7587.0,10.48,2.283,0.461,-31.56,97.14,1.35,1.36,0.31,95.01,0.154,-999,-999,-999
7647.5,7587.5,11.15,2.303,0.449,-31.86,98.34,1.29,1.29,0.39,96.77,0.137,-999,-999,-999
7648.0,7588.0,11.02,2.297,0.440,-32.11,98.18,1.27,1.33,0.48,103.20,0.150,-999,-999,-999
7648.5,7588.5,10.90,2.335,0.448,-31.76,97.77,1.30,1.34,0.55,103.20,0.213,-999,-999,-999
7649.0,7589.0,10.92,2.197,0.473,-31.63,98.00,1.58,1.36,0.54,103.15,0.158,-999,-999,-999
7649.5,7589.5,10.73,2.261,0.486,-32.64,98.20,1.48,1.40,0.48,103.29,0.146,-999,-999,-999
7650.0,7590.0,10.64,2.124,0.482,-32.45,100.78,1.37,1.37,0.40,101.24,0.120,-999,-999,-999
7650.5,7590.5,10.34,2.123,0.469,-32.80,99.40,1.27,1.33,0.33,97.40,0.132,-999,-999,-999
7651.0,7591.0,10.91,2.119,0.473,-32.93,96.37,1.29,1.36,0.30,97.30,0.117,-999,-999,-999
7651.5,7591.5,10.87,2.133,0.501,-32.28,95.84,1.24,1.26,0.28,97.20,0.104,-999,-999,-999
7652.0,7592.0,11.34,2.137,0.509,-32.97,97.15,1.17,1.25,0.29,96.95,0.099,-999,-999,-999
7652.5,7592.5,11.85,2.172,0.533,-32.57,94.91,1.16,1.25,0.33,96.35,0.104,-999,-999,-999
7653.0,7593.0,11.11,2.228,0.549,-32.32,94.11,1.15,1.21,0.37,95.70,0.121,-999,-999,-999
7653.5,7593.5,11.42,2.293,0.509,-31.59,96.01,1.16,1.20,0.38,96.21,0.143,-999,-999,-999
7654.0,7594.0,11.95,2.314,0.476,-32.05,102.76,1.16,1.21,0.36,98.78,0.132,-999,-999,-999
7654.5,7594.5,11.51,2.336,0.491,-32.36,91.04,1.15,1.19,0.33,95.36,0.106,-999,-999,-999
7655.0,7595.0,11.60,2.341,0.520,-32.01,90.18,1.12,1.19,0.34,94.40,0.098,-999,-999,-999
7655.5,7595.5,11.92,2.366,0.541,-31.63,89.82,1.11,1.20,0.36,95.00,0.115,-999,-999,-999
7656.0,7596.0,12.23,2.423,0.523,-31.45,90.23,1.08,1.19,0.43,95.91,0.161,-999,-999,-999
7656.5,7596.5,11.74,2.345,0.506,-32.35,89.98,1.12,1.19,0.50,98.36,0.154,-999,-999,-999
7657.0,7597.0,12.45,2.223,0.489,-31.96,91.09,1.14,1.24,0.54,102.16,0.122,-999,-999,-999
7657.5,7597.5,12.51,2.111,0.480,-32.48,94.63,1.08,1.26,0.52,94.96,0.093,-999,-999,-999
7658.0,7598.0,12.24,2.120,0.477,-32.25,94.41,1.21,1.26,0.43,94.60,0.098,-999,-999,-999
7658.5,7598.5,11.66,2.074,0.412,-31.89,94.56,1.07,1.20,0.35,94.40,0.080,-999,-999,-999
7659.0,7599.0,11.57,2.050,0.372,-32.24,94.49,1.12,1.15,0.32,94.95,0.081,-999,-999,-999
7659.5,7599.5,11.28,2.080,0.385,-32.26,93.62,1.06,1.15,0.32,95.05,0.110,-999,-999,-999
7660.0,7600.0,10.95,2.099,0.394,-32.57,94.93,1.06,1.22,0.32,95.01,0.111,-999,-999,-999
7660.5,7600.5,11.00,2.448,0.398,-33.16,93.81,1.40,1.38,0.32,96.00,0.143,-999,-999,-999
7661.0,7601.0,11.13,2.232,0.439,-32.65,93.18,1.78,1.65,0.34,94.67,0.115,-999,-999,-999
7661.5,7601.5,11.07,2.255,0.449,-33.11,90.75,1.82,1.83,0.46,90.01,0.183,-999,-999,-999
7662.0,7602.0,9.91,2.259,0.412,-33.01,90.44,1.60,1.77,0.72,91.01,0.201,-999,-999,-999
7662.5,7602.5,9.25,2.245,0.393,-33.16,88.48,1.51,1.60,1.00,95.25,0.188,-999,-999,-999
7663.0,7603.0,9.23,2.224,0.418,-32.24,88.36,1.48,1.49,1.14,97.55,0.162,-999,-999,-999
7663.5,7603.5,9.67,2.211,0.438,-33.20,94.26,1.37,1.47,1.07,98.21,0.135,-999,-999,-999
7664.0,7604.0,10.38,2.223,0.443,-32.46,101.23,1.31,1.44,0.85,100.23,0.123,-999,-999,-999
7664.5,7604.5,10.90,2.207,0.453,-32.44,89.28,1.44,1.42,0.66,97.21,0.104,-999,-999,-999
7665.0,7605.0,11.16,2.242,0.476,-32.42,93.08,1.46,1.46,0.54,100.53,0.114,-999,-999,-999
7665.5,7605.5,10.51,2.282,0.517,-31.84,94.26,1.38,1.39,0.50,98.60,0.146,-999,-999,-999
7666.0,7606.0,10.45,2.310,0.536,-32.17,92.84,1.35,1.36,0.51,99.33,0.178,-999,-999,-999
7666.5,7606.5,10.87,2.308,0.511,-32.01,96.58,1.27,1.33,0.50,95.70,0.177,-999,-999,-999
7667.0,7607.0,11.46,2.276,0.514,-32.18,98.77,1.04,1.24,0.46,94.01,0.155,-999,-999,-999
7667.5,7607.5,11.25,2.218,0.539,-32.14,96.27,1.19,1.22,0.40,95.04,0.154,-999,-999,-999
7668.0,7608.0,11.43,2.164,0.521,-32.53,95.92,1.19,1.19,0.35,93.65,0.142,-999,-999,-999
7668.5,7608.5,11.46,2.073,0.504,-32.02,96.33,1.00,1.17,0.36,93.21,0.109,-999,-999,-999
7669.0,7609.0,10.97,2.276,0.505,-32.17,95.20,0.99,1.18,0.35,94.00,0.172,-999,-999,-999
7669.5,7609.5,11.64,2.279,0.529,-31.82,93.73,1.14,1.18,0.33,94.81,0.181,-999,-999,-999
7670.0,7610.0,11.52,2.254,0.513,-31.91,94.40,1.12,1.19,0.35,95.49,0.167,-999,-999,-999
7670.5,7610.5,12.34,2.249,0.475,-32.67,95.89,1.15,1.20,0.38,93.21,0.149,-999,-999,-999
7671.0,7611.0,12.32,2.244,0.484,-32.59,93.29,1.25,1.26,0.42,97.46,0.105,-999,-999,-999
7671.5,7611.5,11.67,2.279,0.491,-31.92,93.25,1.15,1.28,0.42,93.12,0.097,-999,-999,-999
7672.0,7612.0,12.46,2.345,0.480,-32.45,96.50,1.09,1.27,0.40,96.97,0.139,-999,-999,-999
7672.5,7612.5,12.08,2.306,0.513,-31.76,99.27,1.17,1.27,0.39,92.67,0.169,-999,-999,-999
7673.0,7613.0,11.94,2.321,0.530,-31.72,99.43,1.17,1.27,0.40,94.51,0.158,-999,-999,-999
7673.5,7613.5,12.49,2.321,0.484,-32.34,97.74,1.26,1.27,0.44,96.38,0.146,-999,-999,-999
7674.0,7614.0,12.28,2.366,0.484,-32.07,97.45,1.30,1.32,0.48,93.57,0.132,-999,-999,-999
7674.5,7614.5,11.82,2.351,0.516,-32.07,97.91,1.25,1.36,0.51,97.08,0.128,-999,-999,-999
7675.0,7615.0,11.90,2.202,0.567,-32.13,98.35,1.35,1.36,0.54,97.30,0.105,-999,-999,-999
7675.5,7615.5,11.21,2.182,0.563,-32.25,101.02,1.33,1.36,0.57,97.70,0.093,-999,-999,-999
7676.0,7616.0,11.69,2.147,0.526,-32.34,103.50,1.30,1.39,0.56,98.79,0.098,-999,-999,-999
7676.5,7616.5,11.04,2.040,0.543,-32.68,100.26,1.34,1.39,0.52,96.46,0.074,-999,-999,-999
7677.0,7617.0,11.01,2.049,0.547,-32.55,97.59,1.37,1.43,0.44,97.21,0.032,-999,-999,-999
7677.5,7617.5,10.97,2.378,0.543,-32.39,93.89,1.38,1.38,0.37,99.24,0.121,-999,-999,-999
7678.0,7618.0,10.88,2.384,0.566,-32.53,94.16,1.33,1.37,0.33,96.98,0.160,-999,-999,-999
7678.5,7618.5,10.54,2.164,0.566,-32.16,93.11,1.30,1.35,0.33,92.15,0.138,-999,-999,-999
7679.0,7619.0,10.83,2.116,0.559,-32.50,91.13,1.32,1.34,0.34,92.10,0.097,-999,-999,-999
7679.5,7619.5,11.35,2.145,0.565,-32.49,95.74,1.31,1.32,0.37,91.85,0.065,-999,-999,-999
7680.0,7620.0,11.71,2.145,0.573,-32.36,93.75,1.18,1.32,0.40,91.80,0.052,-999,-999,-999
7680.5,7620.5,11.48,2.186,0.596,-32.20,92.27,1.13,1.26,0.41,92.17,0.066,-999,-999,-999
7681.0,7621.0,11.69,2.270,0.592,-32.27,90.24,1.15,1.20,0.38,98.27,0.068,-999,-999,-999
7681.5,7621.5,12.16,2.313,0.573,-31.71,89.05,1.12,1.21,0.35,96.93,0.105,-999,-999,-999
7682.0,7622.0,12.26,2.326,0.550,-31.93,89.72,1.34,1.22,0.35,93.42,0.143,-999,-999,-999
7682.5,7622.5,12.22,2.180,0.518,-31.89,90.64,1.31,1.24,0.38,96.59,0.134,-999,-999,-999
7683.0,7623.0,12.37,2.230,0.494,-31.36,91.40,1.06,1.19,0.42,96.76,0.129,-999,-999,-999
7683.5,7623.5,12.07,2.227,0.504,-31.78,94.30,0.99,1.15,0.44,98.51,0.106,-999,-999,-999
7684.0,7624.0,12.44,2.280,0.489,-31.44,92.52,1.08,1.12,0.40,101.57,0.149,-999,-999,-999
7684.5,7624.5,12.59,2.284,0.474,-31.40,90.12,1.24,1.12,0.35,95.62,0.169,-999,-999,-999
7685.0,7625.0,12.15,2.330,0.482,-31.63,89.28,1.06,1.15,0.31,99.51,0.162,-999,-999,-999
7685.5,7625.5,12.34,2.137,0.519,-31.69,90.55,1.07,1.16,0.32,104.29,0.101,-999,-999,-999
7686.0,7626.0,11.85,2.081,0.560,-31.76,88.55,1.10,1.13,0.36,102.90,0.094,-999,-999,-999
7686.5,7626.5,12.35,2.017,0.449,-31.92,89.76,0.91,1.12,0.37,102.95,0.067,-999,-999,-999
7687.0,7627.0,12.36,2.002,0.335,-31.75,93.01,0.94,1.12,0.34,102.09,0.050,-999,-999,-999
7687.5,7627.5,12.13,1.984,0.333,-31.79,96.13,1.09,1.15,0.31,100.94,0.042,-999,-999,-999
7688.0,7628.0,11.81,1.978,0.384,-32.20,92.66,1.21,1.24,0.27,94.71,0.027,-999,-999,-999
7688.5,7628.5,12.16,2.186,0.411,-32.34,93.55,1.35,1.39,0.26,98.95,0.027,-999,-999,-999
7689.0,7629.0,9.40,2.184,0.426,-32.63,91.81,1.45,1.49,0.33,90.86,0.001,-999,-999,-999
7689.5,7629.5,9.57,2.149,0.419,-32.73,92.78,1.71,1.68,0.55,88.14,-0.030,-999,-999,-999
7690.0,7630.0,9.68,2.160,0.400,-33.12,93.14,1.78,1.78,0.86,93.14,-0.038,-999,-999,-999
7690.5,7630.5,9.42,2.155,0.390,-33.11,95.00,1.71,1.77,1.13,93.70,-0.033,-999,-999,-999
7691.0,7631.0,9.20,2.199,0.400,-32.98,97.90,1.66,1.72,1.27,92.50,-0.012,-999,-999,-999
7691.5,7631.5,9.18,2.295,0.419,-32.81,97.10,1.61,1.70,1.23,93.00,0.011,-999,-999,-999
7692.0,7632.0,9.21,2.279,0.426,-32.83,95.18,1.54,1.58,1.08,93.94,0.054,-999,-999,-999
7692.5,7632.5,9.26,2.204,0.426,-32.93,93.15,1.52,1.51,0.85,90.89,0.100,-999,-999,-999
7693.0,7633.0,9.38,2.232,0.434,-32.34,94.35,1.49,1.51,0.61,86.14,0.143,-999,-999,-999
7693.5,7633.5,9.78,2.234,0.439,-32.46,91.56,1.34,1.50,0.49,98.74,0.143,-999,-999,-999
7694.0,7634.0,9.80,2.236,0.481,-32.05,90.43,1.33,1.49,0.51,93.90,0.149,-999,-999,-999
7694.5,7634.5,9.35,2.205,0.517,-31.95,89.43,1.49,1.43,0.56,92.55,0.113,-999,-999,-999
7695.0,7635.0,9.43,2.209,0.516,-32.03,93.22,1.60,1.34,0.54,93.89,0.098,-999,-999,-999
7695.5,7635.5,9.48,2.228,0.476,-31.73,93.74,1.20,1.27,0.43,92.89,0.111,-999,-999,-999
7696.0,7636.0,9.85,2.217,0.456,-31.59,93.44,1.20,1.26,0.34,90.82,0.105,-999,-999,-999
7696.5,7636.5,10.24,2.233,0.455,-32.28,93.13,1.25,1.30,0.33,92.53,0.112,-999,-999,-999
7697.0,7637.0,10.62,2.207,0.450,-32.06,92.52,1.33,1.38,0.36,97.90,0.099,-999,-999,-999
7697.5,7637.5,10.33,2.205,0.462,-32.04,96.97,1.40,1.45,0.41,97.99,0.103,-999,-999,-999
7698.0,7638.0,10.16,2.231,0.496,-32.37,99.71,1.38,1.44,0.43,95.20,0.120,-999,-999,-999
7698.5,7638.5,10.42,2.259,0.482,-32.36,99.11,1.30,1.39,0.43,95.29,0.149,-999,-999,-999
7699.0,7639.0,10.60,2.287,0.461,-32.25,99.05,1.32,1.39,0.42,92.87,0.189,-999,-999,-999
7699.5,7639.5,10.76,2.301,0.489,-32.24,98.78,1.33,1.41,0.39,94.71,0.206,-999,-999,-999
7700.0,7640.0,11.02,2.284,0.482,-32.11,97.48,1.22,1.36,0.34,97.79,0.211,-999,-999,-999
7700.5,7640.5,11.74,2.330,0.463,-32.00,96.52,1.26,1.35,0.31,98.50,0.222,-999,-999,-999
7701.0,7641.0,11.60,2.327,0.479,-32.02,96.20,1.24,1.35,0.32,98.14,0.225,-999,-999,-999
7701.5,7641.5,11.18,2.344,0.509,-32.18,95.29,1.21,1.34,0.37,94.81,0.240,-999,-999,-999
7702.0,7642.0,10.87,2.329,0.487,-32.11,97.19,1.19,1.32,0.43,95.22,0.226,-999,-999,-999
7702.5,7642.5,10.07,2.318,0.514,-31.98,100.41,1.19,1.29,0.47,97.05,0.233,-999,-999,-999
7703.0,7643.0,10.23,2.312,0.528,-31.81,99.18,1.20,1.29,0.49,96.83,0.226,-999,-999,-999
7703.5,7643.5,10.59,2.307,0.490,-31.77,98.91,1.23,1.30,0.48,93.87,0.222,-999,-999,-999
7704.0,7644.0,10.61,2.341,0.455,-31.54,99.13,1.23,1.29,0.45,97.14,0.216,-999,-999,-999
7704.5,7644.5,10.97,2.256,0.415,-31.80,99.59,1.33,1.31,0.44,95.34,0.171,-999,-999,-999
7705.0,7645.0,10.94,2.101,0.396,-31.66,99.13,1.26,1.31,0.47,93.03,0.114,-999,-999,-999
7705.5,7645.5,11.25,2.139,0.431,-31.53,97.90,1.33,1.33,0.50,98.08,0.114,-999,-999,-999
7706.0,7646.0,11.08,2.074,0.530,-31.67,103.00,1.29,1.31,0.53,93.59,0.085,-999,-999,-999
7706.5,7646.5,10.78,1.996,0.580,-31.57,100.69,1.23,1.26,0.49,87.24,0.040,-999,-999,-999
7707.0,7647.0,11.16,2.003,0.588,-31.62,100.22,1.15,1.19,0.43,94.29,0.033,-999,-999,-999
7707.5,7647.5,11.20,1.998,0.556,-31.59,100.69,1.06,1.15,0.39,90.71,0.036,-999,-999,-999
7708.0,7648.0,11.48,2.005,0.580,-31.72,90.60,1.02,1.15,0.35,91.21,0.050,-999,-999,-999
7708.5,7648.5,11.84,2.019,0.590,-31.59,91.70,1.08,1.17,0.32,94.61,0.062,-999,-999,-999
7709.0,7649.0,12.00,1.947,0.585,-31.71,93.43,1.09,1.17,0.29,96.27,0.040,-999,-999,-999
7709.5,7649.5,11.85,2.084,0.580,-31.42,95.77,1.10,1.18,0.25,99.91,0.065,-999,-999,-999
7710.0,7650.0,11.52,2.071,0.591,-31.37,92.80,1.16,1.20,0.23,96.20,0.074,-999,-999,-999
7710.5,7650.5,12.06,2.018,0.592,-31.66,89.32,1.19,1.20,0.22,93.12,0.044,-999,-999,-999
7711.0,7651.0,11.82,1.968,0.593,-31.47,86.32,1.12,1.18,0.22,101.65,0.031,-999,-999,-999
7711.5,7651.5,11.71,2.016,0.564,-31.36,86.89,1.10,1.17,0.22,97.29,0.093,-999,-999,-999
7712.0,7652.0,11.87,2.140,0.556,-31.52,88.43,1.13,1.18,0.23,93.86,0.127,-999,-999,-999
7712.5,7652.5,11.78,2.089,0.564,-30.98,90.62,1.09,1.18,0.26,96.50,0.108,-999,-999,-999
7713.0,7653.0,11.68,2.205,0.553,-31.14,93.61,1.08,1.23,0.27,97.49,0.117,-999,-999,-999
7713.5,7653.5,12.04,2.445,0.520,-30.90,94.37,1.22,1.26,0.27,94.45,0.172,-999,-999,-999
7714.0,7654.0,12.29,2.438,0.503,-31.02,97.29,1.33,1.31,0.27,90.89,0.157,-999,-999,-999
7714.5,7654.5,12.83,2.439,0.495,-31.17,97.06,1.40,1.40,0.26,88.89,0.148,-999,-999,-999
7715.0,7655.0,12.16,2.414,0.488,-31.43,92.30,1.38,1.44,0.27,96.21,0.138,-999,-999,-999
7715.5,7655.5,11.30,2.350,0.489,-31.33,90.70,1.37,1.43,0.32,94.00,0.138,-999,-999,-999
7716.0,7656.0,11.80,2.420,0.473,-31.10,90.57,1.27,1.41,0.37,93.21,0.203,-999,-999,-999
7716.5,7656.5,11.69,2.422,0.504,-31.26,90.16,1.29,1.37,0.41,96.74,0.219,-999,-999,-999
7717.0,7657.0,11.62,2.395,0.537,-31.33,89.67,1.18,1.29,0.43,95.43,0.183,-999,-999,-999
7717.5,7657.5,11.50,2.405,0.534,-31.43,86.87,1.12,1.20,0.42,99.39,0.189,-999,-999,-999
7718.0,7658.0,12.05,2.402,0.560,-31.30,83.35,1.05,1.13,0.39,99.45,0.197,-999,-999,-999
7718.5,7658.5,12.42,2.378,0.598,-31.03,81.27,1.06,1.11,0.36,97.76,0.203,-999,-999,-999
7719.0,7659.0,12.38,2.281,0.564,-31.41,80.88,1.04,1.08,0.35,97.92,0.182,-999,-999,-999
7719.5,7659.5,12.77,2.233,0.488,-30.94,82.31,0.94,1.05,0.37,101.79,0.159,-999,-999,-999
7720.0,7660.0,13.21,2.230,0.441,-30.74,85.87,0.97,1.03,0.38,102.94,0.148,-999,-999,-999
7720.5,7660.5,13.48,2.251,0.442,-31.22,87.69,0.98,1.06,0.34,101.29,0.154,-999,-999,-999
7721.0,7661.0,12.98,2.165,0.474,-30.75,90.50,1.05,1.14,0.26,97.95,0.109,-999,-999,-999
7721.5,7661.5,12.27,2.138,0.485,-30.81,94.83,1.13,1.25,0.22,97.34,0.090,-999,-999,-999
7722.0,7662.0,12.27,2.139,0.470,-31.04,95.64,1.17,1.31,0.23,95.51,0.082,-999,-999,-999
7722.5,7662.5,12.11,2.124,0.459,-30.99,95.95,1.26,1.36,0.28,96.82,0.085,-999,-999,-999
7723.0,7663.0,11.34,2.138,0.473,-31.20,96.26,1.34,1.43,0.33,90.99,0.086,-999,-999,-999
7723.5,7663.5,11.94,2.207,0.471,-31.01,97.83,1.30,1.45,0.39,88.13,0.120,-999,-999,-999
7724.0,7664.0,11.81,2.321,0.474,-31.07,96.65,1.34,1.47,0.43,92.35,0.194,-999,-999,-999
7724.5,7664.5,11.79,2.348,0.476,-31.14,93.79,1.47,1.57,0.46,93.66,0.237,-999,-999,-999
7725.0,7665.0,11.39,2.331,0.440,-31.12,93.78,1.46,1.57,0.48,94.68,0.228,-999,-999,-999
7725.5,7665.5,11.30,2.315,0.418,-30.92,93.82,1.46,1.53,0.50,91.11,0.217,-999,-999,-999
7726.0,7666.0,10.87,2.308,0.421,-31.36,94.63,1.46,1.55,0.49,93.29,0.166,-999,-999,-999
7726.5,7666.5,11.53,2.270,0.439,-31.17,95.17,1.40,1.52,0.45,91.51,0.103,-999,-999,-999
7727.0,7667.0,11.85,2.241,0.469,-30.80,94.64,1.45,1.53,0.39,93.38,0.073,-999,-999,-999
7727.5,7667.5,11.25,2.245,0.472,-31.63,96.22,1.46,1.57,0.37,91.31,0.089,-999,-999,-999
7728.0,7668.0,10.69,2.244,0.466,-31.17,98.44,1.39,1.53,0.41,92.24,0.082,-999,-999,-999
7728.5,7668.5,11.30,2.243,0.451,-31.34,98.78,1.36,1.50,0.45,90.61,0.091,-999,-999,-999
7729.0,7669.0,11.21,2.245,0.473,-31.18,97.02,1.36,1.46,0.43,92.31,0.139,-999,-999,-999
